full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
semangat adiquuu,semangat adiquuu,adiquu's spirit,adiquus spirit,"['adiquus', 'spirit']","['adiquus', 'spirit']"
sbt gais maaf mau tanya dong konter ninja xpress bisa nerima paket tracking sicepat tidak ya huhu TT dulu saya bisa seperti gini soalnya tia,sbt gais maaf mau tanya dong konter ninja xpress bisa nerima paket tracking tidak ya huhu TT dulu saya bisa seperti gini soalnya tia,"sbt gais sorry i want to ask the ninja xpress counter, you can receive tracking packages or not huhu tt first i can be like this because tia",sbt gais sorry want ask ninja xpress counter receive tracking packages huhu tt first like tia,"['sbt', 'gais', 'sorry', 'want', 'ask', 'ninja', 'xpress', 'counter', 'receive', 'tracking', 'packages', 'huhu', 'tt', 'first', 'like', 'tia']","['sbt', 'gais', 'sorry', 'want', 'ask', 'ninja', 'xpress', 'counter', 'receive', 'track', 'package', 'huhu', 'tt', 'first', 'like', 'tia']"
bacot lu wa lu bot,bacot lu wa lu bot,bacot lu wa lu bot,bacot lu wa lu bot,"['bacot', 'lu', 'wa', 'lu', 'bot']","['bacot', 'lu', 'wa', 'lu', 'bot']"
paket saya teleport kah bejirr,paket saya teleport kah bejirr,my package is teleported by bejirr,package teleported bejirr,"['package', 'teleported', 'bejirr']","['package', 'teleport', 'bejirr']"
Jan spx sicepat boleh,Jan boleh,jan may,jan may,"['jan', 'may']","['jan', 'may']"
tidak lagi lagi pakai jasa sicepat benar benar sampah tidak kurirnya tidak cs nya sampah semua,tidak lagi lagi pakai jasa benar benar sampah tidak kurirnya tidak cs nya sampah semua,"no longer using the services of really garbage, the courier is not all the trash",longer using services really garbage courier trash,"['longer', 'using', 'services', 'really', 'garbage', 'courier', 'trash']","['longer', 'use', 'service', 'really', 'garbage', 'courier', 'trash']"
ya kan saya sicepat yang sebenarnya,ya kan saya yang sebenarnya,"yes, i'm the real one",yes im real one,"['yes', 'im', 'real', 'one']","['yes', 'im', 'real', 'one']"
Whatsapp kalian juga di wa tidak jelas responya cuman robot Kimak lah kalian,Whatsapp kalian juga di wa tidak jelas responya cuman robot Kimak lah kalian,"whatsapp you are also in wa, it's unclear, the response is just a robot of your kimak",whatsapp also wa unclear response robot kimak,"['whatsapp', 'also', 'wa', 'unclear', 'response', 'robot', 'kimak']","['whatsapp', 'also', 'wa', 'unclear', 'response', 'robot', 'kimak']"
cek pengiriman di shopee sama di cek resi lgsg kok beda ya progress nya,cek pengiriman di shopee sama di cek resi lgsg kok beda ya progress nya,"check the shipping in shopee the same in the lgg receipt check, how come the progress is different",check shipping shopee lgg receipt check come progress different,"['check', 'shipping', 'shopee', 'lgg', 'receipt', 'check', 'come', 'progress', 'different']","['check', 'shipping', 'shopee', 'lgg', 'receipt', 'check', 'come', 'progress', 'different']"
Tolong jadikan prioritas komplain customer cek DM Makasi,Tolong jadikan prioritas komplain customer cek DM Makasi,"please make a priority for customer complaints, check dm, thanks",please make priority customer complaints check dm thanks,"['please', 'make', 'priority', 'customer', 'complaints', 'check', 'dm', 'thanks']","['please', 'make', 'priority', 'customer', 'complaint', 'check', 'dm', 'thanks']"
Ini mesan barang dari SiCepat dioper ke Lion parcel pas dah di tangan Lion parcel masih ketahan di gudang dari selasa,Ini mesan barang dari dioper ke Lion parcel pas dah di tangan Lion parcel masih ketahan di gudang dari selasa,this is the most of the goods from dilaped to lion parcel when in the hands of lion parcel is still in the warehouse from tuesday,goods dilaped lion parcel hands lion parcel still warehouse tuesday,"['goods', 'dilaped', 'lion', 'parcel', 'hands', 'lion', 'parcel', 'still', 'warehouse', 'tuesday']","['good', 'dilaped', 'lion', 'parcel', 'hand', 'lion', 'parcel', 'still', 'warehouse', 'tuesday']"
temenku juga gini kadang pas mau ngirim barang kakk tetapi pas aktifin sicepat bisaa,temenku juga gini kadang pas mau ngirim barang kakk tetapi pas aktifin bisaa,"my friend is also like this sometimes when i want to send the item, but when i activate it can",friend also like sometimes want send item activate,"['friend', 'also', 'like', 'sometimes', 'want', 'send', 'item', 'activate']","['friend', 'also', 'like', 'sometimes', 'want', 'send', 'item', 'activate']"
Ribet amat,Ribet amat,very complicated,complicated,['complicated'],['complicate']
Dri hasil voting akhirnya milih sicepat Knp anteraja katanya jelek ya,Dri hasil voting akhirnya milih Knp katanya jelek ya,from the results of the voting finally chose why he said bad,results voting finally chose said bad,"['results', 'voting', 'finally', 'chose', 'said', 'bad']","['result', 'voting', 'finally', 'chose', 'say', 'bad']"
sicepat teh bisa pick up tidak yah,teh bisa pick up tidak yah,tea can pick up or not,tea pick,"['tea', 'pick']","['tea', 'pick']"
Sicepat spx paket pernah ilang wkwk,paket pernah ilang wkwk,package never disappeared,package never disappeared,"['package', 'never', 'disappeared']","['package', 'never', 'disappear']"
Sicepat as manusia dom bogor,as manusia dom bogor,us human dom bogor,us human dom bogor,"['us', 'human', 'dom', 'bogor']","['u', 'human', 'dom', 'bogor']"
di saya sicepat,di saya,in me,,[],[]
better anteraja or sicepat,better or,better or,better,['better'],['well']
spx paket ku sudah ilang di sicepat sangat,paket ku sudah ilang di sangat,my package has been lost in very,package lost,"['package', 'lost']","['package', 'lose']"
ya Allah jnt tidak ada pun yang nyangkut lu alergi kah sama gw jadi gado gado gini co anku anteraja sicepat haduu,ya Allah tidak ada pun yang nyangkut lu alergi kah sama gw jadi gado gado gini co anku haduu,"o god, no one has been stuck by you allergic to me, so i became gado, co anku haduu",god one stuck allergic me became gado co anku haduu,"['god', 'one', 'stuck', 'allergic', 'me', 'became', 'gado', 'co', 'anku', 'haduu']","['god', 'one', 'stuck', 'allergic', 'me', 'become', 'gado', 'co', 'anku', 'haduu']"
saya suka sicepat sihh,saya suka sihh,i like it,like,['like'],['like']
sbt sicepat atau spx ya,sbt atau ya,sbt or yes,sbt yes,"['sbt', 'yes']","['sbt', 'yes']"
sicepat,,"the json object must be str, bytes or bytearray, not nonetype",json object must str bytes bytearray nonetype,"['json', 'object', 'must', 'str', 'bytes', 'bytearray', 'nonetype']","['json', 'object', 'must', 'str', 'byte', 'bytearray', 'nonetype']"
sicepat di semua dom rata aman,di semua dom rata aman,in all doms average safe,doms average safe,"['doms', 'average', 'safe']","['doms', 'average', 'safe']"
Dom saya sicepat nder Anter saja paketku tidak dianter sampe ada notif mau diretur Pas disamperin ternyata di sortir per daerah saja tidak,Dom saya nder Anter saja paketku tidak dianter sampe ada notif mau diretur Pas disamperin ternyata di sortir per daerah saja tidak,dom i nder anteraja package was not delivered until there was a notification want to be returned when it was sorted it turned out to be sorting per region,dom nder anteraja package delivered notification want returned sorted turned sorting per region,"['dom', 'nder', 'anteraja', 'package', 'delivered', 'notification', 'want', 'returned', 'sorted', 'turned', 'sorting', 'per', 'region']","['dom', 'nder', 'anteraja', 'package', 'deliver', 'notification', 'want', 'return', 'sort', 'turn', 'sort', 'per', 'region']"
nama doang sicepat tetapi aslinya lelet banget yaa allah cape sangat paket pick up jadwal juni sampai detik ini belum ada kurir yang dateng ke rumah manaan ini paket isinya makanan nangis bangett tolong ganti nama saja deh jadi silelet,nama doang tetapi aslinya lelet banget yaa allah cape sangat paket pick up jadwal juni sampai detik ini belum ada kurir yang dateng ke rumah manaan ini paket isinya makanan nangis bangett tolong ganti nama saja deh jadi silelet,"the name is only but the original is really slow, god is very tired",name original really slow god tired,"['name', 'original', 'really', 'slow', 'god', 'tired']","['name', 'original', 'really', 'slow', 'god', 'tire']"
guys jangan lupa untuk ganti ekspedisi ke jnt sicepat yaa,guys jangan lupa untuk ganti ekspedisi ke yaa,guys don't forget to change the expedition to yaa,guys forget change expedition yaa,"['guys', 'forget', 'change', 'expedition', 'yaa']","['guy', 'forget', 'change', 'expedition', 'yaa']"
Makin dilihat makin kesel Mana pengirimannya pakai sicepat halu,Makin dilihat makin kesel Mana pengirimannya pakai halu,the more seen the more annoyed the delivery is using it,seen annoyed delivery using,"['seen', 'annoyed', 'delivery', 'using']","['see', 'annoyed', 'delivery', 'use']"
Pengiriman hari ini via sicepat dan jne,Pengiriman hari ini via dan,delivery today via and,delivery today via,"['delivery', 'today', 'via']","['delivery', 'today', 'via']"
halo admin mohon info agen sicepat yang bisa drop off barangkirim paket area jogja kota Tks,halo admin mohon info agen yang bisa drop off barangkirim paket area jogja kota Tks,"hello admin, please info on agents who can drop off to send packages in the jogja city area, tks",hello admin please info agents drop send packages jogja city area tks,"['hello', 'admin', 'please', 'info', 'agents', 'drop', 'send', 'packages', 'jogja', 'city', 'area', 'tks']","['hello', 'admin', 'please', 'info', 'agent', 'drop', 'send', 'package', 'jogja', 'city', 'area', 'tks']"
Kenapa tidak tlpnya Bknya harusnya,Kenapa tidak tlpnya Bknya harusnya,why not tlp it should be,tlp,['tlp'],['tlp']
Lawak kurir situ yang tidak pick up di bilang kita yang reschedule Kalo ganiat jadi espediksi tutup saja,Lawak kurir situ yang tidak pick up di bilang kita yang reschedule Kalo ganiat jadi espediksi tutup saja,situ courier comedy who doesn't pick up said we are rescheduled if ganiat becomes an espedition close,situ courier comedy pick said rescheduled ganiat becomes espedition close,"['situ', 'courier', 'comedy', 'pick', 'said', 'rescheduled', 'ganiat', 'becomes', 'espedition', 'close']","['situ', 'courier', 'comedy', 'pick', 'say', 'reschedule', 'ganiat', 'becomes', 'espedition', 'close']"
guys saya br bisa kirim yang pakai sicepat tadii yang lain sabar yaa soalnya disini bnrbnr mati idup mati idup listriknya,guys saya br bisa kirim yang pakai tadii yang lain sabar yaa soalnya disini bnrbnr mati idup mati idup listriknya,"guys i can only send the one who uses it but the others are patient, because here, there is a life -dead life.",guys send one uses others patient here life dead life,"['guys', 'send', 'one', 'uses', 'others', 'patient', 'here', 'life', 'dead', 'life']","['guy', 'send', 'one', 'us', 'others', 'patient', 'here', 'life', 'dead', 'life']"
Instantnya lebih cepat daripada Sicepat,Instantnya lebih cepat daripada,instant faster than,instant faster,"['instant', 'faster']","['instant', 'faster']"
admin cek dm ya,admin cek dm ya,admin check dm yes,admin check dm yes,"['admin', 'check', 'dm', 'yes']","['admin', 'check', 'dm', 'yes']"
baru saja kemarin gw puji sicepat beneran cepat eh paket yang sekarang agak lemot wkwk,baru saja kemarin gw puji beneran cepat eh paket yang sekarang agak lemot wkwk,just yesterday i praised really fast eh the package is now rather slow,yesterday praised really fast eh package rather slow,"['yesterday', 'praised', 'really', 'fast', 'eh', 'package', 'rather', 'slow']","['yesterday', 'praise', 'really', 'fast', 'eh', 'package', 'rather', 'slow']"
KEYBOARD GUE KAPAN SAMPEEEE,KEYBOARD GUE KAPAN SAMPEEEE,when is my keyboard sampee,keyboard sampee,"['keyboard', 'sampee']","['keyboard', 'sampee']"
tolong bantu pick up dong admin kurirnya kok males bnget sih,tolong bantu pick up dong admin kurirnya kok males bnget sih,"please help pick up the courier admin, how come it's lazy",please help pick courier admin come lazy,"['please', 'help', 'pick', 'courier', 'admin', 'come', 'lazy']","['please', 'help', 'pick', 'courier', 'admin', 'come', 'lazy']"
kesel sangat pengen marah tetapi gaada yang bisa disalahin ujung ujungnya lemes sendiri,kesel sangat pengen marah tetapi gaada yang bisa disalahin ujung ujungnya lemes sendiri,i want to be very angry but no one can be blamed for the edges,want angry one blamed edges,"['want', 'angry', 'one', 'blamed', 'edges']","['want', 'angry', 'one', 'blame', 'edge']"
respon saja terus pakai bot,respon saja terus pakai bot,just the response keeps using the bot,response keeps using bot,"['response', 'keeps', 'using', 'bot']","['response', 'keep', 'use', 'bot']"
tidak berguna yang respon bot,tidak berguna yang respon bot,useless bot response,useless bot response,"['useless', 'bot', 'response']","['useless', 'bot', 'response']"
Untuk tindak lanjut boleh infoin detail kendalanya ke wa ya kak untuk respon hanya melalui wa Thanks Fino,Untuk tindak lanjut boleh infoin detail kendalanya ke wa ya kak untuk respon hanya melalui wa Thanks Fino,"for follow -up, you can find the details of the obstacles to wa yes sis to respond only through wa thanks fino",follow up find details obstacles wa yes sis respond wa thanks fino,"['follow', 'up', 'find', 'details', 'obstacles', 'wa', 'yes', 'sis', 'respond', 'wa', 'thanks', 'fino']","['follow', 'up', 'find', 'detail', 'obstacle', 'wa', 'yes', 'si', 'respond', 'wa', 'thanks', 'fino']"
tolong dihapus saja dari daftar list ekspedisi Makin lama makin tidak profesional,tolong dihapus saja dari daftar list ekspedisi Makin lama makin tidak profesional,please delete it from the list of expedition lists more and more unprofessional,please delete list expedition lists unprofessional,"['please', 'delete', 'list', 'expedition', 'lists', 'unprofessional']","['please', 'delete', 'list', 'expedition', 'list', 'unprofessional']"
Alhamdulillah pengiriman SiCepat sore yaa Pouch siap meluncuurr,Alhamdulillah pengiriman sore yaa Pouch siap meluncuurr,"alhamdulillah, the afternoon delivery, the pouch is ready to launch",alhamdulillah afternoon delivery pouch ready launch,"['alhamdulillah', 'afternoon', 'delivery', 'pouch', 'ready', 'launch']","['alhamdulillah', 'afternoon', 'delivery', 'pouch', 'ready', 'launch']"
nah kan reply an nya saja bot,nah kan reply an nya saja bot,so just reply the bot,reply bot,"['reply', 'bot']","['reply', 'bot']"
noh liat tidak membantu,noh liat tidak membantu,noh clay doesn't help,noh clay help,"['noh', 'clay', 'help']","['noh', 'clay', 'help']"
apaan sudah di chat yang bales juga bot jawabannya template,apaan sudah di chat yang bales juga bot jawabannya template,what has been chatted that is also the answer bot also the answer to the template,chatted also answer bot also answer template,"['chatted', 'also', 'answer', 'bot', 'also', 'answer', 'template']","['chat', 'also', 'answer', 'bot', 'also', 'answer', 'template']"
Reguler rasa hemat lama bgttt sumpah sicepat jakartasukabumi sudah tanggal belum sampe jg,Reguler rasa hemat lama bgttt sumpah jakartasukabumi sudah tanggal belum sampe jg,regular long saving taste really oath jowartasukabumi has not yet arrived yet,regular long saving taste really oath jowartasukabumi yet arrived yet,"['regular', 'long', 'saving', 'taste', 'really', 'oath', 'jowartasukabumi', 'yet', 'arrived', 'yet']","['regular', 'long', 'save', 'taste', 'really', 'oath', 'jowartasukabumi', 'yet', 'arrive', 'yet']"
Kalo paketnya di antar ulang di kirim ke penerima duluan atau antar paket yang lain dulu kak Kemarin malam tidak ke angkat telepon dari kurirnya,Kalo paketnya di antar ulang di kirim ke penerima duluan atau antar paket yang lain dulu kak Kemarin malam tidak ke angkat telepon dari kurirnya,if the package is delivered to the recipient first or between the other packages first sis last night did not pick up the phone from the courier,package delivered recipient first packages first sis last night pick phone courier,"['package', 'delivered', 'recipient', 'first', 'packages', 'first', 'sis', 'last', 'night', 'pick', 'phone', 'courier']","['package', 'deliver', 'recipient', 'first', 'package', 'first', 'si', 'last', 'night', 'pick', 'phone', 'courier']"
Temukan dan dapatkan Ayin QRBTApro printer barcode thermal label Resi Pengiriman printer JNETikiJampT ExpressSiCepatPT Pos Indonesia printer label resi shopee USBBluetooth hanya Rp di Shopee sekarang juga,Temukan dan dapatkan Ayin QRBTApro printer barcode thermal label Resi Pengiriman printer JNETikiJampT ExpressSiCepatPT Indonesia printer label resi shopee USBBluetooth hanya Rp di Shopee sekarang juga,find and get ayin qrbtapro barcode printer thermal label receipt of jnetic printer shipping expressicepatpt indonesia printer label shopee usbbluetooth only rp.,find get ayin qrbtapro barcode printer thermal label receipt jnetic printer shipping expressicepatpt indonesia printer label shopee usbbluetooth rp,"['find', 'get', 'ayin', 'qrbtapro', 'barcode', 'printer', 'thermal', 'label', 'receipt', 'jnetic', 'printer', 'shipping', 'expressicepatpt', 'indonesia', 'printer', 'label', 'shopee', 'usbbluetooth', 'rp']","['find', 'get', 'ayin', 'qrbtapro', 'barcode', 'printer', 'thermal', 'label', 'receipt', 'jnetic', 'printer', 'shipping', 'expressicepatpt', 'indonesia', 'printer', 'label', 'shopee', 'usbbluetooth', 'rp']"
ekspedisi sicepat kok sekarang lama banget ya,ekspedisi kok sekarang lama banget ya,how long is the expedition now,long expedition,"['long', 'expedition']","['long', 'expedition']"
Cek dm,Cek dm,check dm,check dm,"['check', 'dm']","['check', 'dm']"
Pengiriman hari ini via shopee express sicepat dan jampt,Pengiriman hari ini via shopee express dan jampt,delivery today via shopee express and jampt,delivery today via shopee express jampt,"['delivery', 'today', 'via', 'shopee', 'express', 'jampt']","['delivery', 'today', 'via', 'shopee', 'express', 'jampt']"
,,"the json object must be str, bytes or bytearray, not nonetype",json object must str bytes bytearray nonetype,"['json', 'object', 'must', 'str', 'bytes', 'bytearray', 'nonetype']","['json', 'object', 'must', 'str', 'byte', 'bytearray', 'nonetype']"
ini kenapa paket saya bolak balik cianjur jaktim mulu sih Padahal tujuannya ke Jawa Tengah Dikirim tanggal sampe sekarang masih muter tidak jelas,ini kenapa paket saya bolak balik cianjur jaktim mulu sih Padahal tujuannya ke Jawa Tengah Dikirim tanggal sampe sekarang masih muter tidak jelas,"this is why my package goes back and forth, cianjur, east jakarta, even though the goal to central java is sent until now, it is still unclear",package goes back forth cianjur east jakarta even though goal central java sent now still unclear,"['package', 'goes', 'back', 'forth', 'cianjur', 'east', 'jakarta', 'even', 'though', 'goal', 'central', 'java', 'sent', 'now', 'still', 'unclear']","['package', 'go', 'back', 'forth', 'cianjur', 'east', 'jakarta', 'even', 'though', 'goal', 'central', 'java', 'sent', 'now', 'still', 'unclear']"
sicepat saja nte,saja nte,just nte,nte,['nte'],['nte']
nahhh iyaa benar sama akupun aga pusing kadang abis tu loyo engga saya biasanya balesin semua bubblenya duluu baru buka topik baru sehat kamu sicepat balas dm,nahhh iyaa benar sama akupun aga pusing kadang abis tu loyo engga saya biasanya balesin semua bubblenya duluu baru buka topik baru sehat kamu balas dm,"well, yeah, right?",well yeah right,"['well', 'yeah', 'right']","['well', 'yeah', 'right']"
pernah kaya ginii pernah mau kirim HP lwat jnt JNE sicepat ditolak semuaa akhirnya dilapisin baju pakai kardus ngomong kalau itu isinya baju jadi bisaa si emang agak ketir ketir tetapi alhamdulillah nyampe dengan selamat,pernah kaya ginii pernah mau kirim HP lwat ditolak semuaa akhirnya dilapisin baju pakai kardus ngomong kalau itu isinya baju jadi bisaa si emang agak ketir ketir tetapi alhamdulillah nyampe dengan selamat,"never been like this ever wanted to send a cellphone, all of them finally covered with clothes wearing cardboard talking if it was the shirt so it could",never like ever wanted send cellphone finally covered clothes wearing cardboard talking shirt could,"['never', 'like', 'ever', 'wanted', 'send', 'cellphone', 'finally', 'covered', 'clothes', 'wearing', 'cardboard', 'talking', 'shirt', 'could']","['never', 'like', 'ever', 'want', 'send', 'cellphone', 'finally', 'cover', 'clothes', 'wear', 'cardboard', 'talk', 'shirt', 'could']"
halo ini saya pesen paket pakai shopepay tetapi pas mas nyampe malah suruh bayar k Itu k buat biaya apa Yang Nerima om saya yaudah dikasih saja Tapi saya tidak terima kenapa harus ada biaya tambahan Mana tidak ngasih tahu buat biaya apa BAGAIMANA INI MIN,halo ini saya pesen paket pakai shopepay tetapi pas mas nyampe malah suruh bayar k Itu k buat biaya apa Yang Nerima om saya yaudah dikasih saja Tapi saya tidak terima kenapa harus ada biaya tambahan Mana tidak ngasih tahu buat biaya apa BAGAIMANA INI MIN,"hello, i ordered this package using shopepay, but when i arrived, i told you to pay for the k for what fees i received my uncle, but i didn't accept it why there should be additional fees.",hello ordered package using shopepay arrived told pay k fees received uncle accept additional fees,"['hello', 'ordered', 'package', 'using', 'shopepay', 'arrived', 'told', 'pay', 'k', 'fees', 'received', 'uncle', 'accept', 'additional', 'fees']","['hello', 'order', 'package', 'use', 'shopepay', 'arrive', 'told', 'pay', 'k', 'fee', 'receive', 'uncle', 'accept', 'additional', 'fee']"
kenapa sih sicepat lama sangat pickup gabisa bisa,kenapa sih lama sangat pickup gabisa bisa,why is it so long that i can't pick up,long cant pick,"['long', 'cant', 'pick']","['long', 'cant', 'pick']"
GUE KESEL BGT php bgttttttt,GUE KESEL BGT php bgttttttt,i am so frustrated by php bgtt,frustrated php bgtt,"['frustrated', 'php', 'bgtt']","['frustrate', 'php', 'bgtt']"
Bukti Nomor Resi JNE amp Paket Yang Sudah Sampai Jasa pengiriman via JNE JampT SICEPAT Pembayaran via transfer Kami tidak melayani COD Cek Bukti Nomor Resi JNE amp Paket Yang Sudah Sampai Daftar Menu,Bukti Nomor Resi amp Paket Yang Sudah Sampai Jasa pengiriman via JampT Pembayaran via transfer Kami tidak melayani COD Cek Bukti Nomor Resi amp Paket Yang Sudah Sampai Daftar Menu,proof of receipt number amp package that has reached the shipping service via jampt payment via transfer we do not serve cod check proof of receipt number amp package that has arrived in the menu list,proof receipt number amp package reached shipping service via jampt payment via transfer serve cod check proof receipt number amp package arrived menu list,"['proof', 'receipt', 'number', 'amp', 'package', 'reached', 'shipping', 'service', 'via', 'jampt', 'payment', 'via', 'transfer', 'serve', 'cod', 'check', 'proof', 'receipt', 'number', 'amp', 'package', 'arrived', 'menu', 'list']","['proof', 'receipt', 'number', 'amp', 'package', 'reach', 'shipping', 'service', 'via', 'jampt', 'payment', 'via', 'transfer', 'serve', 'cod', 'check', 'proof', 'receipt', 'number', 'amp', 'package', 'arrive', 'menu', 'list']"
Nama doang Sicepat faktanya malah lemot banget kalah sama JampT,Nama doang faktanya malah lemot banget kalah sama JampT,the name is the fact that it is really slow to lose to jampt,name fact really slow lose jampt,"['name', 'fact', 'really', 'slow', 'lose', 'jampt']","['name', 'fact', 'really', 'slow', 'lose', 'jampt']"
babilah sicepat,babilah,babilah,babilah,['babilah'],['babilah']
tidak berguna di wa juga yang balas bot tidak ada keseriusan juga ngasih solusi,tidak berguna di wa juga yang balas bot tidak ada keseriusan juga ngasih solusi,useless in wa also who replied the bot no seriousness also gave a solution,useless wa also replied bot seriousness also gave solution,"['useless', 'wa', 'also', 'replied', 'bot', 'seriousness', 'also', 'gave', 'solution']","['useless', 'wa', 'also', 'reply', 'bot', 'seriousness', 'also', 'give', 'solution']"
Pake sicepat,Pake,wear,wear,['wear'],['wear']
hari berarti SiCepat,hari berarti,day means,day means,"['day', 'means']","['day', 'mean']"
paket gw mana,paket gw mana,which package is my package,package package,"['package', 'package']","['package', 'package']"
Gblk Tlpon saya sekarang Idiots,Gblk Tlpon saya sekarang Idiots,gblk call me now idiots,gblk call idiots,"['gblk', 'call', 'idiots']","['gblk', 'call', 'idiot']"
Mana hasil nya woy Telpon saya sekarang woy telepon saya sekarang,Mana hasil nya woy Telpon saya sekarang woy telepon saya sekarang,where is the result of the phone call me now woy call me now,result phone call woy call,"['result', 'phone', 'call', 'woy', 'call']","['result', 'phone', 'call', 'woy', 'call']"
hah sicepat mana,hah mana,hah where,hah,['hah'],['hah']
informasi ke whatsapp juga yang balas malah bot memang penurunan performa bilang saja tidak apa kog Masih banyak ekpedisi yang lain,informasi ke whatsapp juga yang balas malah bot memang penurunan performa bilang saja tidak apa kog Masih banyak ekpedisi yang lain,information to whatsapp also who replied even the bot even a decline in performance said it was okay if there were still many other expeditions,information whatsapp also replied even bot even decline performance said okay still many expeditions,"['information', 'whatsapp', 'also', 'replied', 'even', 'bot', 'even', 'decline', 'performance', 'said', 'okay', 'still', 'many', 'expeditions']","['information', 'whatsapp', 'also', 'reply', 'even', 'bot', 'even', 'decline', 'performance', 'say', 'okay', 'still', 'many', 'expedition']"
Ganti ngaran jadi si lambat we,Ganti ngaran jadi si lambat we,change to the ngaran to the slow one,change ngaran slow one,"['change', 'ngaran', 'slow', 'one']","['change', 'ngaran', 'slow', 'one']"
si cepat sekarang kek eek kucing paket antar kota saja kek keong lama sampe harian,si cepat sekarang kek eek kucing paket antar kota saja kek keong lama sampe harian,fast now kek eek cat package between cities only kek snail old until daily,fast kek eek cat package cities kek snail old daily,"['fast', 'kek', 'eek', 'cat', 'package', 'cities', 'kek', 'snail', 'old', 'daily']","['fast', 'kek', 'eek', 'cat', 'package', 'city', 'kek', 'snail', 'old', 'daily']"
PANTAS SAJA BARANG DI BALIKPAPAN SELATAN DIHOLD DAN TIDAK KUNJUNG DIKIRIM APAKAH BERTUJUAN SEPERTI INI,PANTAS SAJA BARANG DI BALIKPAPAN SELATAN DIHOLD DAN TIDAK KUNJUNG DIKIRIM APAKAH BERTUJUAN SEPERTI INI,no wonder the goods in south balikpapan are diunold and have not been sent whether it aims like this,wonder goods south balikpapan diunold sent whether aims like,"['wonder', 'goods', 'south', 'balikpapan', 'diunold', 'sent', 'whether', 'aims', 'like']","['wonder', 'good', 'south', 'balikpapan', 'diunold', 'sent', 'whether', 'aim', 'like']"
Memang lagi penurunan performa atau bagaimana ya Barang dihold di sicepat di balikpapan selatan tujuannya apa bos Biasanya paginya langsung dikirim,Memang lagi penurunan performa atau bagaimana ya Barang dihold di di balikpapan selatan tujuannya apa bos Biasanya paginya langsung dikirim,"indeed, the decline",indeed decline,"['indeed', 'decline']","['indeed', 'decline']"
Tolong dijelasin saja kenapa tiba sicepat di balikpapan selatan tifak mengirimkan langsung barang saya setelah paket sampai per tanggal Juni jam WIB Biasanya juga paginya langsung berubah status jadi deliver by courier Ini kenapa sekarang dihold begitu sampai sekarang,Tolong dijelasin saja kenapa tiba di balikpapan selatan tifak mengirimkan langsung barang saya setelah paket sampai per tanggal Juni jam WIB Biasanya juga paginya langsung berubah status jadi deliver by courier Ini kenapa sekarang dihold begitu sampai sekarang,"please explain why arriving in south balikpapan tifak sent my goods directly after the package until as of june wib, usually the morning immediately changed status to deliver by courier, why is it now so iold it until now until now",please explain arriving south balikpapan tifak sent goods directly package june wib usually morning immediately changed status deliver courier iold,"['please', 'explain', 'arriving', 'south', 'balikpapan', 'tifak', 'sent', 'goods', 'directly', 'package', 'june', 'wib', 'usually', 'morning', 'immediately', 'changed', 'status', 'deliver', 'courier', 'iold']","['please', 'explain', 'arrive', 'south', 'balikpapan', 'tifak', 'sent', 'good', 'directly', 'package', 'june', 'wib', 'usually', 'morning', 'immediately', 'change', 'status', 'deliver', 'courier', 'iold']"
sicepat di dom ku mau ko pickup barang saja,di dom ku mau ko pickup barang saja,in dom i just want to pick up goods,dom want pick goods,"['dom', 'want', 'pick', 'goods']","['dom', 'want', 'pick', 'good']"
sbt sicepat halu mau pickup barang saja kah,sbt halu mau pickup barang saja kah,just want to pick up goods,want pick goods,"['want', 'pick', 'goods']","['want', 'pick', 'good']"
Sicepat lagi kenapa deh sudah ngechat sellernya dan paket sudah diserahin ke kurir tetapi ini sampai tanggal segini masih stuck kek gini saja Ini sudah pakai yang next day pula HADAAAHHH,lagi kenapa deh sudah ngechat sellernya dan paket sudah diserahin ke kurir tetapi ini sampai tanggal segini masih stuck kek gini saja Ini sudah pakai yang next day pula HADAAAHHH,"again why do you have the seller and the package has been handed over to the courier but until this date it is still stuck like this, this is already used next day too hadaahh",seller package handed courier date still stuck like this already used next day hadaahh,"['seller', 'package', 'handed', 'courier', 'date', 'still', 'stuck', 'like', 'this', 'already', 'used', 'next', 'day', 'hadaahh']","['seller', 'package', 'hand', 'courier', 'date', 'still', 'stuck', 'like', 'this', 'already', 'use', 'next', 'day', 'hadaahh']"
sumpah jangan pernah pakai sicepat Sedang karena sudah gajelas ajg saya pernah pakai ekspedisi sicepat sudah nunggu sebulan tetapi endingnya malah dibalikin ke seller,sumpah jangan pernah pakai Sedang karena sudah gajelas ajg saya pernah pakai ekspedisi sudah nunggu sebulan tetapi endingnya malah dibalikin ke seller,"i swear never to use medium because i have been clear, i have used an expedition for a month, but the ending is even reversed to the seller",swear never use medium clear used expedition month ending even reversed seller,"['swear', 'never', 'use', 'medium', 'clear', 'used', 'expedition', 'month', 'ending', 'even', 'reversed', 'seller']","['swear', 'never', 'use', 'medium', 'clear', 'use', 'expedition', 'month', 'end', 'even', 'reverse', 'seller']"
selamat sore cek dm kak,selamat sore cek dm kak,good afternoon check dm sis,good afternoon check dm sis,"['good', 'afternoon', 'check', 'dm', 'sis']","['good', 'afternoon', 'check', 'dm', 'si']"
