full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,stemmed_data,text_stemmed,pos,neg,neu,label
Bohong deng dianya slow respon saya balesnya sicepat pengiriman,Bohong deng dianya slow respon saya balesnya pengiriman,"lying at him, my slow response was delivered",lying him slow response delivered,"['lying', 'him', 'slow', 'response', 'delivered']","['lie', 'him', 'slow', 'respons', 'deliv']",lie him slow respons deliv,0.0,0.273,0.727,negative
tidak berguna di wa juga yang balas bot tidak ada keseriusan juga ngasih solusi,tidak berguna di wa juga yang balas bot tidak ada keseriusan juga ngasih solusi,useless in wa also who replied the bot no seriousness also gave a solution,useless wa also replied bot seriousness also gave solution,"['useless', 'wa', 'also', 'replied', 'bot', 'seriousness', 'also', 'gave', 'solution']","['useless', 'wa', 'also', 'repli', 'bot', 'serious', 'also', 'gave', 'solut']",useless wa also repli bot serious also gave solut,0.0,0.369,0.631,negative
Tapi responnya cuma mohon maaf Masa paket bisa tibatiba hilang,Tapi responnya cuma mohon maaf Masa paket bisa tibatiba hilang,but the response only apologizes the package period can suddenly be lost,response apologizes package period suddenly lost,"['response', 'apologizes', 'package', 'period', 'suddenly', 'lost']","['respons', 'apolog', 'packag', 'period', 'suddenli', 'lost']",respons apolog packag period suddenli lost,0.0,0.315,0.685,negative
Kalo pakai sicepat baru pertama kali kak Kalo pakai anteraja sudah sering Kalo anteraja memang ontime entahlah kalau pick up gini selain kurir anteraja tuh ada saja problemnya,Kalo pakai baru pertama kali kak Kalo pakai sudah sering Kalo memang ontime entahlah kalau pick up gini selain kurir tuh ada saja problemnya,"if you use it for the first time sis if you use it often if it is ontime, i don't know if the pick up like this besides the courier there is just a problem",use first time sis use often ontime know pick like besides courier problem,"['use', 'first', 'time', 'sis', 'use', 'often', 'ontime', 'know', 'pick', 'like', 'besides', 'courier', 'problem']","['use', 'first', 'time', 'si', 'use', 'often', 'ontim', 'know', 'pick', 'like', 'besid', 'courier', 'problem']",use first time si use often ontim know pick like besid courier problem,0.154,0.167,0.679,negative
Anjing sicepat kenapa jelek sangat dah Ngeselin parah anjir sicepat mana kalau kirim suka lama padahal gw kapan mau drop langsung jing tanpa konfirmasi padahal di shoppe harus dateng ke rumah,Anjing kenapa jelek sangat dah Ngeselin parah anjir mana kalau kirim suka lama padahal gw kapan mau drop langsung jing tanpa konfirmasi padahal di shoppe harus dateng ke rumah,"the dog why is it so ugly, which is really bad, where if you send it for a long time even though when i want to drop directly jing without confirmation even though in the shoppe i have to come to the house",dog ugly really bad send long time even though want drop directly jing without confirmation even though shoppe come house,"['dog', 'ugly', 'really', 'bad', 'send', 'long', 'time', 'even', 'though', 'want', 'drop', 'directly', 'jing', 'without', 'confirmation', 'even', 'though', 'shoppe', 'come', 'house']","['dog', 'ugli', 'realli', 'bad', 'send', 'long', 'time', 'even', 'though', 'want', 'drop', 'directli', 'jing', 'without', 'confirm', 'even', 'though', 'shopp', 'come', 'hous']",dog ugli realli bad send long time even though want drop directli jing without confirm even though shopp come hous,0.054,0.234,0.711,negative
Sicepat tolol,tolol,stupid,stupid,['stupid'],['stupid'],stupid,0.0,1.0,0.0,negative
sudah kebelet pipis malah minum banyak karena panik wkwk,sudah kebelet pipis malah minum banyak karena panik wkwk,have been dying to pee even drink a lot because of panic,dying pee even drink lot panic,"['dying', 'pee', 'even', 'drink', 'lot', 'panic']","['die', 'pee', 'even', 'drink', 'lot', 'panic']",die pee even drink lot panic,0.0,0.643,0.357,negative
admin kok paketnya stuck di purwokerto tidak di anter anter ya,admin kok paketnya stuck di purwokerto tidak di anter anter ya,admin how come the package is stuck in purwokerto is not ant anter,admin come package stuck purwokerto ant anter,"['admin', 'come', 'package', 'stuck', 'purwokerto', 'ant', 'anter']","['admin', 'come', 'packag', 'stuck', 'purwokerto', 'ant', 'anter']",admin come packag stuck purwokerto ant anter,0.0,0.25,0.75,negative
dulu jne sekarang sicepat lamalama toko nyalain spx doang deh kalau gagal pickup terus kek gini,dulu sekarang lamalama toko nyalain doang deh kalau gagal pickup terus kek gini,"in the past, now the shop is to turn on if it fails to pick up like this",past shop turn fails pick like,"['past', 'shop', 'turn', 'fails', 'pick', 'like']","['past', 'shop', 'turn', 'fail', 'pick', 'like']",past shop turn fail pick like,0.25,0.35,0.4,negative
ini kalau album saya sampe ilang di sicepat pantek sangat mana kmrn splitpayyy,ini kalau album saya sampe ilang di pantek sangat mana kmrn splitpayyy,"this is if my album disappears on the beach, which is very splitpayy",album disappears beach splitpayy,"['album', 'disappears', 'beach', 'splitpayy']","['album', 'disappear', 'beach', 'splitpayi']",album disappear beach splitpayi,0.0,0.388,0.612,negative
tanyarl saya kan ajukan pengembalian barang lewat sicepat tetapi gagal dipick up mulu dari hari senin ampe hari selasa pun masih gagal dan sekarang notif nya malah gni berarti dana yang kembali cman ribu ke saya,tanyarl saya kan ajukan pengembalian barang lewat tetapi gagal dipick up mulu dari hari senin ampe hari selasa pun masih gagal dan sekarang notif nya malah gni berarti dana yang kembali cman ribu ke saya,tanyarl i submit a return of goods passing by but failed to pick up first from monday until tuesday still failed and now the notification even gni means the funds that return to the thousand to me,tanyarl submit return goods passing failed pick first monday tuesday still failed notification even gni means funds return thousand,"['tanyarl', 'submit', 'return', 'goods', 'passing', 'failed', 'pick', 'first', 'monday', 'tuesday', 'still', 'failed', 'notification', 'even', 'gni', 'means', 'funds', 'return', 'thousand']","['tanyarl', 'submit', 'return', 'good', 'pass', 'fail', 'pick', 'first', 'monday', 'tuesday', 'still', 'fail', 'notif', 'even', 'gni', 'mean', 'fund', 'return', 'thousand']",tanyarl submit return good pass fail pick first monday tuesday still fail notif even gni mean fund return thousand,0.112,0.27,0.618,negative
Sicepat pan bangkrut,pan bangkrut,pan bankrupt,pan bankrupt,"['pan', 'bankrupt']","['pan', 'bankrupt']",pan bankrupt,0.0,0.783,0.217,negative
pilih hari sampai tetapi kecewa karena paket akan digunakan hari ini Tapi kemarin tidak sampai Karena status salah tujuan kecamatan,pilih hari sampai tetapi kecewa karena paket akan digunakan hari ini Tapi kemarin tidak sampai Karena status salah tujuan kecamatan,choose the day to but disappointed because the package will be used today but yesterday did not arrive because of the wrong status of the sub -district destination,choose day disappointed package used today yesterday arrive wrong status sub district destination,"['choose', 'day', 'disappointed', 'package', 'used', 'today', 'yesterday', 'arrive', 'wrong', 'status', 'sub', 'district', 'destination']","['choos', 'day', 'disappoint', 'packag', 'use', 'today', 'yesterday', 'arriv', 'wrong', 'statu', 'sub', 'district', 'destin']",choos day disappoint packag use today yesterday arriv wrong statu sub district destin,0.0,0.345,0.655,negative
Sicepat di kamu jelek apa bagus,di kamu jelek apa bagus,in you is bad what is good,bad good,"['bad', 'good']","['bad', 'good']",bad good,0.453,0.547,0.0,negative
Hadiah tidak ku tidak ada kabar gesawoakwoak tetapi kyknya salah di sicepat,Hadiah tidak ku tidak ada kabar gesawoakwoak tetapi kyknya salah di,my gift does not have news of gesawoakwoak but it seems wrong,gift news gesawoakwoak seems wrong,"['gift', 'news', 'gesawoakwoak', 'seems', 'wrong']","['gift', 'news', 'gesawoakwoak', 'seem', 'wrong']",gift news gesawoakwoak seem wrong,0.322,0.344,0.333,negative
Pernah punya pengalaman buruk juga sama sicepat tetapi sudah lama banget dari kayaknya Paket nyasar karena salah ngasih ke rumah orang padahal alamat sudah benar,Pernah punya pengalaman buruk juga sama tetapi sudah lama banget dari kayaknya Paket nyasar karena salah ngasih ke rumah orang padahal alamat sudah benar,"never had a bad experience too, but it's been a long time from i think the package is lost because i gave me wrong to someone's house even though the address was correct",never bad experience too long time think package lost gave wrong someones house even though address correct,"['never', 'bad', 'experience', 'too', 'long', 'time', 'think', 'package', 'lost', 'gave', 'wrong', 'someones', 'house', 'even', 'though', 'address', 'correct']","['never', 'bad', 'experi', 'too', 'long', 'time', 'think', 'packag', 'lost', 'gave', 'wrong', 'someon', 'hous', 'even', 'though', 'address', 'correct']",never bad experi too long time think packag lost gave wrong someon hous even though address correct,0.128,0.243,0.629,negative
Sicepat sama ninja lelet banget,sama ninja lelet banget,and ninja really slow,ninja really slow,"['ninja', 'really', 'slow']","['ninja', 'realli', 'slow']",ninja realli slow,0.0,0.429,0.571,negative
sumpah ya kualitasnya jelek banget pick up paket dari hari rabu gagal terus sampe pesanannya dibatalin otomatis dari shopee sudah pick up ulang masih saja digagalin padahal waktu pick up nya masih ada alasan gagalnya ini ngarang sendiri apa bagaimana sih kurirnya,sumpah ya kualitasnya jelek banget pick up paket dari hari rabu gagal terus sampe pesanannya dibatalin otomatis dari shopee sudah pick up ulang masih saja digagalin padahal waktu pick up nya masih ada alasan gagalnya ini ngarang sendiri apa bagaimana sih kurirnya,"i swear, the quality is really bad, pick up the package from wednesday, it fails to continue until the order is automatically canceled from shopee, already pick -up is still being initiated even though the pick up time there is still a reason for the failure to make it alone what is the courier",swear quality really bad pick package wednesday fails continue order automatically canceled shopee already pick up still initiated even though pick time still reason failure make alone courier,"['swear', 'quality', 'really', 'bad', 'pick', 'package', 'wednesday', 'fails', 'continue', 'order', 'automatically', 'canceled', 'shopee', 'already', 'pick', 'up', 'still', 'initiated', 'even', 'though', 'pick', 'time', 'still', 'reason', 'failure', 'make', 'alone', 'courier']","['swear', 'qualiti', 'realli', 'bad', 'pick', 'packag', 'wednesday', 'fail', 'continu', 'order', 'automat', 'cancel', 'shope', 'alreadi', 'pick', 'up', 'still', 'initi', 'even', 'though', 'pick', 'time', 'still', 'reason', 'failur', 'make', 'alon', 'courier']",swear qualiti realli bad pick packag wednesday fail continu order automat cancel shope alreadi pick up still initi even though pick time still reason failur make alon courier,0.0,0.298,0.702,negative
Apaan tolol saya lagi emosi,Apaan tolol saya lagi emosi,what's stupid i'm emotional,whats stupid im emotional,"['whats', 'stupid', 'im', 'emotional']","['what', 'stupid', 'im', 'emot']",what stupid im emot,0.0,0.531,0.469,negative
ganti nama saja jadi Si Lemot Paket saya tidak resi belum nyampe juga Padahal saya bayar pengiriman next day,ganti nama saja jadi Si Lemot Paket saya tidak resi belum nyampe juga Padahal saya bayar pengiriman next day,"just change the name to the slow package, my receipt hasn't arrived yet even though i paid for the next day shipping",change name slow package receipt arrived yet even though paid next day shipping,"['change', 'name', 'slow', 'package', 'receipt', 'arrived', 'yet', 'even', 'though', 'paid', 'next', 'day', 'shipping']","['chang', 'name', 'slow', 'packag', 'receipt', 'arriv', 'yet', 'even', 'though', 'paid', 'next', 'day', 'ship']",chang name slow packag receipt arriv yet even though paid next day ship,0.0,0.111,0.889,negative
Paket saya hilang sampe sekarang gaada kejelasan dari pihak ekspedisi tolong konfirmasinya,Paket saya hilang sampe sekarang gaada kejelasan dari pihak ekspedisi tolong konfirmasinya,"my package is lost until now there is no clarity from the expedition, please confirm it",package lost clarity expedition please confirm,"['package', 'lost', 'clarity', 'expedition', 'please', 'confirm']","['packag', 'lost', 'clariti', 'expedit', 'pleas', 'confirm']",packag lost clariti expedit pleas confirm,0.0,0.315,0.685,negative
Gilak sih enteng banget di nyatakan hilang tanpa penjelasan,Gilak sih enteng banget di nyatakan hilang tanpa penjelasan,the crazy is very easy to declare lost without explanation,crazy easy declare lost without explanation,"['crazy', 'easy', 'declare', 'lost', 'without', 'explanation']","['crazi', 'easi', 'declar', 'lost', 'without', 'explan']",crazi easi declar lost without explan,0.0,0.315,0.685,negative
Sicepat sek tahap tak komplain kok,sek tahap tak komplain kok,sex stage no complaints,sex stage complaints,"['sex', 'stage', 'complaints']","['sex', 'stage', 'complaint']",sex stage complaint,0.0,0.524,0.476,negative
saya biasanya tidak kenapa sih ini sicepat lancar ajaa terus tbtb kmrn stuck hari hhh sad,saya biasanya tidak kenapa sih ini lancar ajaa terus tbtb kmrn stuck hari hhh sad,"i am usually okay, this is just smooth and then tbtb kmrn stuck day hh sad",usually okay smooth tbtb kmrn stuck day hh sad,"['usually', 'okay', 'smooth', 'tbtb', 'kmrn', 'stuck', 'day', 'hh', 'sad']","['usual', 'okay', 'smooth', 'tbtb', 'kmrn', 'stuck', 'day', 'hh', 'sad']",usual okay smooth tbtb kmrn stuck day hh sad,0.146,0.392,0.462,negative
Meskipun banyak yang ngalamin kendala sama jnt tetapi kalau co dan ada jnt saya pasti pilih jnt Kalo di foto itu pilih sicepat Idx sama ninja sering bermasalah Spx lama sering tiba diretur ke penjual atau tiba ilang,Meskipun banyak yang ngalamin kendala sama tetapi kalau co dan ada saya pasti pilih Kalo di foto itu pilih Idx sama ninja sering bermasalah lama sering tiba diretur ke penjual atau tiba ilang,"although many experience the same obstacle, but if co and there are i would choose if in the photo, choose idx and ninja often have a long -standing problem, it often arrives to the seller or arrive disappear",although many experience obstacle co would choose photo choose idx ninja often long standing problem often arrives seller arrive disappear,"['although', 'many', 'experience', 'obstacle', 'co', 'would', 'choose', 'photo', 'choose', 'idx', 'ninja', 'often', 'long', 'standing', 'problem', 'often', 'arrives', 'seller', 'arrive', 'disappear']","['although', 'mani', 'experi', 'obstacl', 'co', 'would', 'choos', 'photo', 'choos', 'idx', 'ninja', 'often', 'long', 'stand', 'problem', 'often', 'arriv', 'seller', 'arriv', 'disappear']",although mani experi obstacl co would choos photo choos idx ninja often long stand problem often arriv seller arriv disappear,0.0,0.204,0.796,negative
Ekspedisi paling lelet Anteraja Sicepat JampT JNE,Ekspedisi paling lelet JampT,the most slow expedition jampe,slow expedition jampe,"['slow', 'expedition', 'jampe']","['slow', 'expedit', 'jamp']",slow expedit jamp,0.0,0.429,0.571,negative
aduh sicepat yang lelet sangat paket akuuu bakal dianter gasi,aduh yang lelet sangat paket akuuu bakal dianter gasi,"oh, the one who is very slow is that the package will be delivered",oh one slow package delivered,"['oh', 'one', 'slow', 'package', 'delivered']","['oh', 'one', 'slow', 'packag', 'deliv']",oh one slow packag deliv,0.0,0.273,0.727,negative
BAJINGAN LO gw beli vibe yang datang le mineral anying,BAJINGAN LO gw beli vibe yang datang le mineral anying,i bought your bastard vibe that came le mineral anying,bought bastard vibe came le mineral anying,"['bought', 'bastard', 'vibe', 'came', 'le', 'mineral', 'anying']","['bought', 'bastard', 'vibe', 'came', 'le', 'miner', 'ani']",bought bastard vibe came le miner ani,0.0,0.368,0.632,negative
Halo admin bisa tidak sih info kalau ternyata tidak bisa kirim tepat waktu Pesan yang same day sehari sampe di cek resi dari jam sore berhenti di tempat transit tidak jalan Telpon CS ampe sangat disuruh tunggu Kalo tidak bisa anter ngomong saya ambil sendiri paketnya,Halo admin bisa tidak sih info kalau ternyata tidak bisa kirim tepat waktu Pesan yang same day sehari sampe di cek resi dari jam sore berhenti di tempat transit tidak jalan Telpon CS ampe sangat disuruh tunggu Kalo tidak bisa anter ngomong saya ambil sendiri paketnya,"hello admin can not be info if it turns out that it can't be sent on time to order that is once day a day until the receipt check from the afternoon stop at the transit place, not walking on the phone cs.",hello admin info turns cant sent time order day day receipt check afternoon stop transit place walking phone cs,"['hello', 'admin', 'info', 'turns', 'cant', 'sent', 'time', 'order', 'day', 'day', 'receipt', 'check', 'afternoon', 'stop', 'transit', 'place', 'walking', 'phone', 'cs']","['hello', 'admin', 'info', 'turn', 'cant', 'sent', 'time', 'order', 'day', 'day', 'receipt', 'check', 'afternoon', 'stop', 'transit', 'place', 'walk', 'phone', 'cs']",hello admin info turn cant sent time order day day receipt check afternoon stop transit place walk phone cs,0.0,0.109,0.891,negative
Sicepat atau jnt spx lama banget sumpah,atau lama banget sumpah,or it's so long to swear,long swear,"['long', 'swear']","['long', 'swear']",long swear,0.0,0.545,0.455,negative
INFO Yang besok co freebies online event jangan lupa ganti pengiriman jadi jnt sicepat ya,INFO Yang besok co freebies online event jangan lupa ganti pengiriman jadi ya,info tomorrow co freebies online event don't forget to change the shipping so yes,info tomorrow co freebies online event forget change shipping yes,"['info', 'tomorrow', 'co', 'freebies', 'online', 'event', 'forget', 'change', 'shipping', 'yes']","['info', 'tomorrow', 'co', 'freebi', 'onlin', 'event', 'forget', 'chang', 'ship', 'ye']",info tomorrow co freebi onlin event forget chang ship ye,0.0,0.174,0.826,negative
Aku juga bingung wkwkwk masa blokir sebelum barangnya diinput resi semua Kalau hilang gini yang rugi kan penjual ya,Aku juga bingung wkwkwk masa blokir sebelum barangnya diinput resi semua Kalau hilang gini yang rugi kan penjual ya,"i am also confused when the time is blocked before the goods are inputted the receipt of all if it is lost like this, the seller loses",also confused time blocked goods inputted receipt lost like this seller loses,"['also', 'confused', 'time', 'blocked', 'goods', 'inputted', 'receipt', 'lost', 'like', 'this', 'seller', 'loses']","['also', 'confus', 'time', 'block', 'good', 'input', 'receipt', 'lost', 'like', 'thi', 'seller', 'lose']",also confus time block good input receipt lost like thi seller lose,0.266,0.389,0.345,negative
Hi kak mohon maaf atas kendala mengenai pesanan yang belum diterima dan salah alamat untuk pengecekan lebih lanjut boleh infokan detail kendala username dan tidak pesanan ke DM twitter ya Ditunggu KK,Hi kak mohon maaf atas kendala mengenai pesanan yang belum diterima dan salah alamat untuk pengecekan lebih lanjut boleh infokan detail kendala username dan tidak pesanan ke DM twitter ya Ditunggu KK,"hi sis apologize for the obstacles regarding orders that have not been received and the wrong address for further checking may inform the details of the username constraints and not orders to dm twitter, yes, wait for kk",hi sis apologize obstacles regarding orders received wrong address checking may inform details username constraints orders dm twitter yes wait kk,"['hi', 'sis', 'apologize', 'obstacles', 'regarding', 'orders', 'received', 'wrong', 'address', 'checking', 'may', 'inform', 'details', 'username', 'constraints', 'orders', 'dm', 'twitter', 'yes', 'wait', 'kk']","['hi', 'si', 'apolog', 'obstacl', 'regard', 'order', 'receiv', 'wrong', 'address', 'check', 'may', 'inform', 'detail', 'usernam', 'constraint', 'order', 'dm', 'twitter', 'ye', 'wait', 'kk']",hi si apolog obstacl regard order receiv wrong address check may inform detail usernam constraint order dm twitter ye wait kk,0.102,0.126,0.772,negative
Saya sudah wa slow respon sekali dan jawaban nya berbelit ini sudah hari ketiga saya contact cs tetapi tidak ada kejelasan,Saya sudah wa slow respon sekali dan jawaban nya berbelit ini sudah hari ketiga saya contact cs tetapi tidak ada kejelasan,i have been slow response and the answer is complicated this is the third day i contact cs but there is no clarity,slow response answer complicated third day contact cs clarity,"['slow', 'response', 'answer', 'complicated', 'third', 'day', 'contact', 'cs', 'clarity']","['slow', 'respons', 'answer', 'complic', 'third', 'day', 'contact', 'cs', 'clariti']",slow respons answer complic third day contact cs clariti,0.0,0.158,0.842,negative
SUMPAH dari tahun kmren kinerja sicepat jadi turun jelek sangat,SUMPAH dari tahun kmren kinerja jadi turun jelek sangat,i swear from the year of the performance so badly dropped,swear year performance badly dropped,"['swear', 'year', 'performance', 'badly', 'dropped']","['swear', 'year', 'perform', 'badli', 'drop']",swear year perform badli drop,0.0,0.524,0.476,negative
sicepat tetapi lelet benar pengirimannya,tetapi lelet benar pengirimannya,but it's slow to send it,slow send,"['slow', 'send']","['slow', 'send']",slow send,0.0,0.6,0.4,negative
Boleh kok nder buat drop ke drop point langsung Aku sering begitu soalnya kalau pakai anteraja sama pakai sicepat kalau pas kurirnya tidak bisa pick up,Boleh kok nder buat drop ke drop point langsung Aku sering begitu soalnya kalau pakai sama pakai kalau pas kurirnya tidak bisa pick up,"i can do it to drop to drop point directly, i often like that, because if you use it, if you use it if the courier can't pick up",drop drop point directly often like that use it use courier cant pick,"['drop', 'drop', 'point', 'directly', 'often', 'like', 'that', 'use', 'it', 'use', 'courier', 'cant', 'pick']","['drop', 'drop', 'point', 'directli', 'often', 'like', 'that', 'use', 'it', 'use', 'courier', 'cant', 'pick']",drop drop point directli often like that use it use courier cant pick,0.15,0.251,0.599,negative
Sicepat emang lama deh kemarin punyaku juga stuck dua hari di tempat sama tetapi masih nyampe kok,emang lama deh kemarin punyaku juga stuck dua hari di tempat sama tetapi masih nyampe kok,it's been a long time ago i was stuck in the same place yesterday but still arrived,long time ago stuck place yesterday still arrived,"['long', 'time', 'ago', 'stuck', 'place', 'yesterday', 'still', 'arrived']","['long', 'time', 'ago', 'stuck', 'place', 'yesterday', 'still', 'arriv']",long time ago stuck place yesterday still arriv,0.0,0.222,0.778,negative
sumpah ya ini jasa ekspedisi keknya problematik sudah bayar ongkir paket ambil sendiri bahkan ada kerusakan kalau emang tidak bisa nganterin barang tu bilang bukan ditumpuk di sortation tolong banget diperbaiki kalau bisa dikasih bintang dikasih dah,sumpah ya ini jasa ekspedisi keknya problematik sudah bayar ongkir paket ambil sendiri bahkan ada kerusakan kalau emang tidak bisa nganterin barang tu bilang bukan ditumpuk di sortation tolong banget diperbaiki kalau bisa dikasih bintang dikasih dah,"i swear, this is a problematic expedition service, already paid for the postage of the package, take it yourself, even there is damage if you can't help the item, say it is not stacked in sortation, please repair it if you can be given a star given by it",swear problematic expedition service already paid postage package take yourself even damage cant help item say stacked sortation please repair given star given,"['swear', 'problematic', 'expedition', 'service', 'already', 'paid', 'postage', 'package', 'take', 'yourself', 'even', 'damage', 'cant', 'help', 'item', 'say', 'stacked', 'sortation', 'please', 'repair', 'given', 'star', 'given']","['swear', 'problemat', 'expedit', 'servic', 'alreadi', 'paid', 'postag', 'packag', 'take', 'yourself', 'even', 'damag', 'cant', 'help', 'item', 'say', 'stack', 'sortat', 'pleas', 'repair', 'given', 'star', 'given']",swear problemat expedit servic alreadi paid postag packag take yourself even damag cant help item say stack sortat pleas repair given star given,0.0,0.141,0.859,negative
spx dan sicepat ngeselin sangat,dan ngeselin sangat,and very annoying,annoying,['annoying'],['annoy'],annoy,0.0,1.0,0.0,negative
cdm admin plis slow respon kali kau ganti aj lah nama mu jdi silamaeksprot,cdm admin plis slow respon kali kau ganti aj lah nama mu jdi silamaeksprot,cdm admin plis slow response times you change your name so silamaeksprot,cdm admin plis slow response times change name silamaeksprot,"['cdm', 'admin', 'plis', 'slow', 'response', 'times', 'change', 'name', 'silamaeksprot']","['cdm', 'admin', 'pli', 'slow', 'respons', 'time', 'chang', 'name', 'silamaeksprot']",cdm admin pli slow respons time chang name silamaeksprot,0.0,0.158,0.842,negative
REPOST KARENA ADA ALAMAT CUST Mereka sebelumnya hanya mengirim nomor resi ke email dari paket yang saya drop off Di email tersebut ada nomor resi yang tidak terinput Namun resi ada yang sudah terupdate shopee tetapi resi lagi tidak Asumsi saya tercecer saat input resi,REPOST KARENA ADA ALAMAT CUST Mereka sebelumnya hanya mengirim nomor resi ke email dari paket yang saya drop off Di email tersebut ada nomor resi yang tidak terinput Namun resi ada yang sudah terupdate shopee tetapi resi lagi tidak Asumsi saya tercecer saat input resi,repost because there is a cust they previously only sent receipt numbers to the email from the package that i drop off in the email there is a receipt number that is not inputted but there is a receipt that has been updated shopee but the receipt is not assuming i am scattered when the input receipt,repost cust previously sent receipt numbers email package drop email receipt number inputted receipt updated shopee receipt assuming scattered input receipt,"['repost', 'cust', 'previously', 'sent', 'receipt', 'numbers', 'email', 'package', 'drop', 'email', 'receipt', 'number', 'inputted', 'receipt', 'updated', 'shopee', 'receipt', 'assuming', 'scattered', 'input', 'receipt']","['repost', 'cust', 'previous', 'sent', 'receipt', 'number', 'email', 'packag', 'drop', 'email', 'receipt', 'number', 'input', 'receipt', 'updat', 'shope', 'receipt', 'assum', 'scatter', 'input', 'receipt']",repost cust previous sent receipt number email packag drop email receipt number input receipt updat shope receipt assum scatter input receipt,0.115,0.093,0.793,negative
paket saya sudah req pick up dari kemaren belum di pu jadwalnya harusnya kemaren sore kalau saya langsung kirim sekarang ke konter boleh tidak ya,paket saya sudah req pick up dari kemaren belum di pu jadwalnya harusnya kemaren sore kalau saya langsung kirim sekarang ke konter boleh tidak ya,"my package has req pick up from yesterday, the schedule should not be in the pu, it should be yesterday afternoon if i immediately sent it to the counter, i may or not",package req pick yesterday schedule pu yesterday afternoon immediately sent counter may,"['package', 'req', 'pick', 'yesterday', 'schedule', 'pu', 'yesterday', 'afternoon', 'immediately', 'sent', 'counter', 'may']","['packag', 'req', 'pick', 'yesterday', 'schedul', 'pu', 'yesterday', 'afternoon', 'immedi', 'sent', 'counter', 'may']",packag req pick yesterday schedul pu yesterday afternoon immedi sent counter may,0.0,0.16,0.84,negative
gimanaa deh status pengiriman paket stuck terus sudah komplain by wa tetapi balesnya cuma template tidak solutif banget,gimanaa deh status pengiriman paket stuck terus sudah komplain by wa tetapi balesnya cuma template tidak solutif banget,what about the status of the delivery of stuck packages and continue to complain by wa but the reply is only a template not very solutive,status delivery stuck packages continue complain wa reply template solutive,"['status', 'delivery', 'stuck', 'packages', 'continue', 'complain', 'wa', 'reply', 'template', 'solutive']","['statu', 'deliveri', 'stuck', 'packag', 'continu', 'complain', 'wa', 'repli', 'templat', 'solut']",statu deliveri stuck packag continu complain wa repli templat solut,0.0,0.36,0.64,negative
Sicepat ni kenapa lemot sangat deh,ni kenapa lemot sangat deh,this is so slow,slow,['slow'],['slow'],slow,0.0,1.0,0.0,negative
Jnt sama shopee express kalau sicepat tidak berguna sangat sangat paket dihilangkan terus tidak asa tanggung jawabnya,sama shopee express kalau tidak berguna sangat sangat paket dihilangkan terus tidak asa tanggung jawabnya,"same shopee express, if it's useless, it is very, very, the package is eliminated and the responsibility is not",shopee express useless very very package eliminated responsibility,"['shopee', 'express', 'useless', 'very', 'very', 'package', 'eliminated', 'responsibility']","['shope', 'express', 'useless', 'veri', 'veri', 'packag', 'elimin', 'respons']",shope express useless veri veri packag elimin respons,0.0,0.286,0.714,negative
berakkk sangat anjir sicepat sudah lebih dari estimasi terakhir paket diterima ini paketku masih di jakarta tidak jelas sangat eeq ganti nama saja dah lo jadi silemot tidak jelas mana barangnya mau cepet cepet dipake,berakkk sangat anjir sudah lebih dari estimasi terakhir paket diterima ini paketku masih di jakarta tidak jelas sangat eeq ganti nama saja dah lo jadi silemot tidak jelas mana barangnya mau cepet cepet dipake,very stabbed has been more than the last estimation of the package received this package still in jakarta is not very clear eeq just change the name already so you're a silemot that the item wants to be fast in use,stabbed last estimation package received package still jakarta clear eeq change name already silemot item wants fast use,"['stabbed', 'last', 'estimation', 'package', 'received', 'package', 'still', 'jakarta', 'clear', 'eeq', 'change', 'name', 'already', 'silemot', 'item', 'wants', 'fast', 'use']","['stab', 'last', 'estim', 'packag', 'receiv', 'packag', 'still', 'jakarta', 'clear', 'eeq', 'chang', 'name', 'alreadi', 'silemot', 'item', 'want', 'fast', 'use']",stab last estim packag receiv packag still jakarta clear eeq chang name alreadi silemot item want fast use,0.233,0.164,0.603,negative
saya pakai jnt sehari sampe anjir sicepat sudah hari masih stuck disitu situ saja jelek sangat,saya pakai sehari sampe anjir sudah hari masih stuck disitu situ saja jelek sangat,"i use a day until the day is still stuck there, there is very bad",use day day still stuck there bad,"['use', 'day', 'day', 'still', 'stuck', 'there', 'bad']","['use', 'day', 'day', 'still', 'stuck', 'there', 'bad']",use day day still stuck there bad,0.0,0.524,0.476,negative
Sbt Kalian yang make ekspedisi sicepat lambat gaa Atau standar saja pengirimannyaa,Sbt Kalian yang make ekspedisi lambat gaa Atau standar saja pengirimannyaa,sbt those of you who use the expedition is slow or just the standard delivery,sbt use expedition slow standard delivery,"['sbt', 'use', 'expedition', 'slow', 'standard', 'delivery']","['sbt', 'use', 'expedit', 'slow', 'standard', 'deliveri']",sbt use expedit slow standard deliveri,0.0,0.231,0.769,negative
